fixed acidity,volatile acidity,citric acid,residual sugar,free sulfur dioxide,sulphates,total sulfur dioxide,density（负相关）,pH（正相关）,chlorides（负相关）,alcohol（正相关）,quality
7,0.17,0.74,12.8,24,0.38,126,0.9942,3.26,0.045,12.2,8
9.2,0.18,0.49,1.5,39,0.49,130,0.9945,3.04,0.041,9.8,7
8.1,0.2,0.49,8.1,51,0.52,205,0.9954,3.1,0.051,11,6
7.8,0.26,0.74,7.5,59,0.64,160,0.996,3.22,0.044,10,6
6.8,0.21,0.49,14.5,50,0.44,170,0.9991,3.55,0.06,9.8,6
7.9,0.2,0.49,1.6,15,0.47,144,0.993,3.16,0.053,10.5,5
8,0.18,0.49,1.8,10,0.48,145,0.9942,3.23,0.061,10,5
8.8,0.23,0.74,3.2,15,0.51,126,0.9934,3.02,0.042,11.2,6
7.3,0.22,0.49,9.4,29,0.32,134,0.9939,2.99,0.034,11,7
7.3,0.22,0.49,9.9,48,0.28,161,0.9937,3.01,0.031,11.2,6
7.4,0.19,0.49,9.3,26,0.32,132,0.994,2.99,0.03,11,7
7.3,0.155,0.49,1.3,34,0.77,136,0.9926,3.14,0.039,10.5,6
8.2,0.22,0.49,9.6,53,0.33,154,0.9951,3.02,0.037,10.6,6
8.2,0.24,0.49,9.3,52,0.33,163,0.9952,3.02,0.038,10.6,6
8.4,0.23,0.49,7.8,22,0.34,95,0.9935,3.04,0.035,12,6
8.3,0.2,0.49,1.7,34,0.37,169,0.9938,3.05,0.04,10.1,5
8.3,0.2,0.49,1.7,38,0.37,167,0.9939,3.05,0.038,10.1,6
6.6,0.3,0.24,1.2,17,0.36,121,0.9933,3.13,0.034,9.2,5
6.9,0.21,0.49,1.4,15,0.63,164,0.9927,3.25,0.041,11,5
8,0.25,0.49,9,31,0.49,185,0.998,3.34,0.044,10,6
6.6,0.21,0.49,18.15,41,0.39,158,0.9997,3.28,0.042,8.7,6
7.2,0.27,0.74,12.5,47,0.44,156,0.9981,3.04,0.037,8.7,5
14.2,0.27,0.49,1.1,33,0.54,156,0.992,3.15,0.037,11.1,6
7.9,0.28,0.49,7.7,48,0.55,195,0.9954,3.04,0.045,11,6
7.4,0.27,0.49,1.1,33,0.54,156,0.992,3.15,0.037,11.1,6
6.6,0.21,0.49,18.15,41,0.39,158,0.9997,3.28,0.042,8.7,6
7.2,0.27,0.74,12.5,47,0.44,156,0.9981,3.04,0.037,8.7,5
8.1,0.3,0.49,8.1,26,0.3,174,0.9943,3.1,0.037,11.2,7
7.5,0.23,0.49,7.7,61,0.3,209,0.9941,3.14,0.049,11.1,7
7.3,0.26,0.49,5,32,0.54,107,0.9936,3.24,0.028,10.8,6
7.1,0.18,0.74,15.6,44,0.67,176,0.9996,3.38,0.044,9,6
8.5,0.15,0.49,1.5,17,0.4,122,0.9932,3.03,0.031,10.3,6
8.9,0.13,0.49,1,6,0.32,24,0.9926,2.91,0.028,9.9,5
8.1,0.28,0.49,1,32,0.41,148,0.9936,3.13,0.04,10,6
6,0.17,0.49,1,26,0.42,106,0.992,3.21,0.034,9.8,6
7.3,0.26,0.49,5,32,0.54,107,0.9936,3.24,0.028,10.8,6
7.1,0.18,0.74,15.6,44,0.67,176,0.9996,3.38,0.044,9,6
7.1,0.53,0.24,0.8,29,0.32,86,0.993,3.16,0.029,9.1,4
7.2,0.16,0.49,1.3,27,0.57,104,0.9924,3.23,0.037,10.6,6
7.3,0.14,0.49,1.1,28,0.72,99,0.9928,3.2,0.038,10.6,6
8.9,0.13,0.49,1,6,0.32,24,0.9926,2.91,0.028,9.9,5
7.9,0.12,0.49,5.2,33,0.47,152,0.9952,3.18,0.049,10.6,6
6.7,0.29,0.49,4.7,35,0.45,156,0.9945,3.13,0.034,9.9,6
6.7,0.3,0.49,4.8,36,0.45,158,0.9945,3.12,0.034,9.9,6
7.1,0.36,0.24,1.8,32,0.59,102,0.9903,3.34,0.025,12.8,6
8.5,0.15,0.49,1.5,17,0.4,122,0.9932,3.03,0.031,10.3,6
7.9,0.18,0.49,5.2,36,0.48,157,0.9953,3.18,0.051,10.6,6
6.6,0.19,0.99,1.2,45,0.31,129,0.9936,3.09,0.122,8.7,6
7.3,0.21,0.49,1.8,44,0.44,152,0.9912,3.32,0.038,12.6,7
6.9,0.3,0.49,7.6,25,0.63,156,0.9962,3.43,0.057,11,7
7.9,0.42,0.49,8.2,32,0.6,164,0.9965,3.29,0.056,11.2,7
6.9,0.24,0.49,1.3,35,0.57,148,0.9932,3.45,0.032,10.7,7
7.6,0.23,0.49,10,45,0.58,182,0.9967,3.08,0.036,9.6,6
7.9,0.18,0.49,5.2,36,0.48,157,0.9953,3.18,0.051,10.6,6
6.2,0.43,0.49,6.4,12,0.57,115,0.9963,3.27,0.045,9,4
8.8,0.35,0.49,1,14,0.33,56,0.992,2.96,0.036,10.5,4
7.8,0.3,0.74,1.8,33,0.52,156,0.991,3.29,0.033,12.8,6
9.1,0.28,0.49,2,10,0.46,112,0.9958,3.15,0.059,10.1,5
7.1,0.34,0.49,1.5,26,0.33,126,0.99,3.3,0.027,12.2,7
7.8,0.3,0.74,1.8,33,0.52,156,0.991,3.29,0.033,12.8,6
9.1,0.28,0.49,2,10,0.46,112,0.9958,3.15,0.059,10.1,5
8.5,0.19,0.49,3.5,29,0.51,117,0.9938,3.14,0.044,10.1,6
7.6,0.18,0.49,18.05,36,0.41,158,0.9996,3.06,0.046,9.2,5
7.5,0.19,0.49,1.8,19,0.44,110,0.9946,3.33,0.055,9.9,5
7.4,0.3,0.49,8.2,49,0.58,188,0.9974,3.52,0.055,9.7,6
6.7,0.3,0.74,5,35,0.46,157,0.9945,3.21,0.038,9.9,5
6.6,0.3,0.74,4.6,36,0.45,159,0.9946,3.21,0.041,9.9,5
7.4,0.3,0.49,8.2,49,0.58,188,0.9974,3.52,0.055,9.7,6
6.9,0.22,0.49,7,50,0.5,168,0.9957,3.54,0.063,10.3,6
7.8,0.26,0.49,3.1,21,0.35,116,0.9931,3.16,0.045,10.3,5
8.5,0.17,0.49,8.8,23,0.34,108,0.9947,2.88,0.048,10.5,4
6.8,0.17,0.74,2.4,61,0.76,182,0.9953,3.63,0.053,10.5,6
6.2,0.27,0.49,1.4,20,0.44,74,0.9931,3.32,0.05,9.8,6
7.1,0.64,0.49,1.8,17,0.58,128,0.9946,3.31,0.05,10.6,4
6.4,0.18,0.74,11.9,54,0.68,168,0.9978,3.58,0.046,10.1,5
7.6,0.31,0.49,13.4,50,0.53,191,0.9989,3.22,0.062,9,4
9.8,0.31,0.49,15.4,13,0.45,119,1.0004,3.18,0.046,9.5,5
9,0.3,0.49,7.2,32,0.32,84,0.9938,2.94,0.039,11.5,6
8.4,0.24,0.49,7.4,46,0.33,108,0.9934,3.03,0.039,11.9,7
6.4,0.18,0.74,11.9,54,0.68,168,0.9978,3.58,0.046,10.1,5
6.4,0.25,0.74,7.8,52,0.42,209,0.9956,3.21,0.045,9.2,6
7.3,0.3,0.74,13.5,46,0.4,165,0.9982,3.02,0.039,8.7,5
9.3,0.31,0.49,1.3,34,0.46,147,0.9948,3.11,0.042,9.8,5
6.4,0.25,0.74,7.8,52,0.42,209,0.9956,3.21,0.045,9.2,6
7.3,0.3,0.74,13.5,46,0.4,165,0.9982,3.02,0.039,8.7,5
7,0.27,0.74,1.5,27,0.48,122,0.9926,3.35,0.036,11.2,6
7.9,0.14,0.74,1.2,30,0.82,165,0.991,3.08,0.028,12.3,6
6.4,0.12,0.49,6.4,49,0.44,161,0.9945,3.34,0.042,10.4,6
6.8,0.21,0.74,1.2,25,0.41,111,0.9916,3.13,0.047,10.7,6
8.6,0.16,0.49,7.3,9,0.59,63,0.9953,3.13,0.043,10.5,6
7,0.29,0.49,3.8,37,0.4,136,0.9938,2.95,0.047,9.4,6
6.4,0.27,0.49,7.3,53,0.43,206,0.9956,3.24,0.046,9.2,6
6.6,0.55,0.01,2.7,56,0.3,122,0.9906,3.15,0.034,11.9,5
6.4,0.27,0.49,7.3,53,0.43,206,0.9956,3.24,0.046,9.2,6
6.3,0.24,0.74,1.4,24,0.39,108,0.9932,3.27,0.172,9.9,6
6.7,0.33,0.49,1.6,20,0.5,94,0.9914,3.11,0.167,11.4,6
7,0.29,0.49,3.8,37,0.4,136,0.9938,2.95,0.047,9.4,6
8.2,0.34,0.49,8,55,0.52,223,0.996,3.08,0.046,10.7,6
5.6,0.39,0.24,4.7,27,0.36,77,0.9906,3.28,0.034,12.7,5
5.6,0.41,0.24,1.9,10,0.5,53,0.98815,3.32,0.034,13.5,7
6.7,0.41,0.01,2.8,39,0.35,137,0.9942,3.24,0.048,9.5,5
7.1,0.26,0.49,2.2,31,0.42,113,0.9903,3.37,0.032,12.9,9
7.5,0.32,0.49,1.7,44,0.46,109,0.9906,3.07,0.031,12.5,6
5.8,0.19,0.49,4.9,44,0.38,118,0.9935,3.34,0.04,9.5,7
6.9,0.27,0.49,23.5,59,0.47,235,1.0024,2.98,0.057,8.6,5
8.1,0.2,0.49,11.8,46,0.46,212,0.9968,3.09,0.048,10,7
7.5,0.32,0.49,1.7,44,0.46,109,0.9906,3.07,0.031,12.5,6
8.2,0.26,0.49,5.2,19,0.34,100,0.9941,3.12,0.04,10.1,6
7.8,0.26,0.49,3.2,28,0.32,87,0.9919,3.03,0.027,11.3,7
8,0.14,0.49,1.5,42,0.4,120,0.9928,3.26,0.035,10.6,7
8,0.29,0.49,11.7,40,0.34,131,0.9958,3.14,0.035,10.8,5
7.5,0.19,0.49,1.6,42,0.47,140,0.9932,3.4,0.047,10.7,6
6.9,0.34,0.49,7.3,61,0.4,206,0.9957,3.09,0.045,9,6
6.2,0.2,0.49,1.6,17,0.52,143,0.9937,3.22,0.065,9.2,6
6.4,0.37,0.49,13.3,53,0.48,243,0.9982,3.14,0.045,8.5,6
6.2,0.22,0.49,6,31,0.36,128,0.9928,3.41,0.029,11.3,8
7.8,0.26,0.49,3.2,28,0.32,87,0.9919,3.03,0.027,11.3,7
8.9,0.32,0.49,1.6,17,0.34,131,0.9956,3.13,0.05,9.4,5
6.5,0.44,0.49,7.7,16,0.37,169,0.9957,3.11,0.045,8.7,6
7,0.14,0.49,5.9,22,0.36,118,0.9954,3.36,0.053,9.4,6
9,0.17,0.49,1,46,0.51,131,0.993,3.09,0.039,10.5,7
6.4,0.26,0.49,6.4,37,0.53,161,0.9954,3.38,0.037,9.7,6
9,0.22,0.49,10.4,52,0.44,195,0.9987,3.31,0.048,10.2,6
8.9,0.32,0.49,1.6,17,0.34,131,0.9956,3.13,0.05,9.4,5
8.2,0.2,0.49,3.5,14,0.35,108,0.9928,3.19,0.057,11.5,6
7.8,0.15,0.24,7.7,21,0.31,98,0.9951,2.94,0.047,9.6,6
6.9,0.25,0.24,1.8,6,0.7,121,0.993,3.23,0.053,11.4,5
8.2,0.2,0.49,3.5,14,0.35,108,0.9928,3.19,0.057,11.5,6
7.1,0.28,0.49,6.5,28,0.58,111,0.9926,3.41,0.041,12.2,8
7.4,0.19,0.49,6.7,15,0.38,110,0.9938,3.2,0.037,11,7
8.3,0.25,0.49,16.8,50,0.52,228,1.0001,3.03,0.048,9.2,6
7.5,0.14,0.74,1.6,21,0.45,126,0.9933,3.26,0.035,10.2,6
7.8,0.49,0.49,7,29,0.33,149,0.9952,3.21,0.043,10,5
8.1,0.12,0.49,1.2,43,0.48,160,0.9934,3.13,0.042,9.7,6
7.6,0.47,0.49,13,42,0.51,220,0.9988,2.96,0.239,9.2,5
7.9,0.22,0.49,3.8,26,0.39,105,0.993,3.1,0.042,10.5,5
7.8,0.49,0.49,7,29,0.33,149,0.9952,3.21,0.043,10,5
6.4,0.22,0.49,7.5,42,0.52,151,0.9948,3.27,0.054,10.1,6
7.3,0.19,0.49,15.55,50,0.36,134,0.9998,3.42,0.058,9.1,7
8.1,0.3,0.49,12.3,50,0.57,144,0.9971,3.09,0.049,10.2,7
7.3,0.19,0.49,15.55,50,0.36,134,0.9998,3.42,0.058,9.1,7
7.5,0.24,0.49,9.4,50,0.59,149,0.9962,3.17,0.048,10.5,7
6.4,0.22,0.49,7.5,42,0.52,151,0.9948,3.27,0.054,10.1,6
7.8,0.21,0.49,1.2,20,0.28,99,0.99,3.05,0.036,12.1,7
7.1,0.3,0.49,1.6,31,0.59,100,0.9942,3.4,0.045,10.2,5
6.9,0.26,0.49,1.6,39,0.52,166,0.9965,3.65,0.058,9.4,4
7.6,0.31,0.49,3.95,27,0.67,131,0.9912,3.08,0.044,12.8,7
6.4,0.42,0.74,12.8,48,0.58,209,0.9978,3.12,0.076,9,6
8.2,0.29,0.49,1,29,0.36,118,0.9928,3.24,0.044,10.9,4
7.9,0.33,0.28,31.6,35,0.38,176,1.0103,3.15,0.053,8.8,6
6.6,0.46,0.49,7.4,19,0.38,184,0.9956,3.11,0.052,9,5
7.8,0.28,0.49,1.3,27,0.59,142,0.9936,3.09,0.046,10.2,5
5.8,0.15,0.49,1.1,21,0.48,98,0.9929,3.19,0.048,9.2,5
7.8,0.4,0.49,7.8,34,0.58,162,0.9966,3.26,0.06,11.3,6
6.6,0.31,0.49,7.7,52,0.45,220,0.9964,3.12,0.05,8.8,5
6.6,0.325,0.49,7.7,53,0.4,217,0.996,3.16,0.049,9.3,5
6.6,0.27,0.49,7.8,62,0.45,217,0.9959,3.17,0.049,9.4,6
6.7,0.26,0.49,8.3,54,0.4,191,0.9954,3.23,0.047,10.3,6
6.7,0.21,0.49,1.4,30,0.42,114,0.9914,2.92,0.047,10.8,7
7.9,0.33,0.28,31.6,35,0.38,176,1.0103,3.15,0.053,8.8,6
8.1,0.28,0.46,15.4,32,0.58,177,1.0004,3.27,0.059,9,4
6.5,0.13,0.37,1,48,0.51,114,0.9911,3.41,0.036,11.5,8
7.8,0.445,0.56,1,8,0.43,84,0.9938,3.25,0.04,10.8,5
8.8,0.39,0.34,5.9,33,0.51,128,0.9927,2.95,0.055,11.8,6
7.9,0.18,0.33,1.2,20,0.38,72,0.9922,3.12,0.033,10.5,7
7.1,0.31,0.38,1.2,10,0.44,124,0.9924,3.14,0.036,9.9,6
7.8,0.24,0.18,6.7,33,0.56,160,0.9963,3.2,0.046,9.8,6
7,0.35,0.3,6.5,27,0.42,87,0.9936,3.4,0.028,11.4,7
6.6,0.26,0.31,4.8,41,0.38,168,0.9951,3.2,0.138,9.3,5
6.6,0.27,0.31,5.3,35,0.38,163,0.9951,3.2,0.137,9.3,5
6.8,0.22,0.29,8.9,82,0.44,188,0.9955,3.3,0.046,10.3,6
6.2,0.27,0.32,8.8,65,0.47,224,0.9961,3.17,0.047,8.9,5
7,0.35,0.3,6.5,27,0.42,87,0.9936,3.4,0.028,11.4,7
7.3,0.23,0.37,1.8,60,0.35,156,0.992,3.11,0.032,11.1,6
6.2,0.3,0.2,6.6,42,0.45,170,0.9944,3.36,0.045,10.4,6
6.4,0.35,0.2,5.7,18,0.43,117,0.9944,3.33,0.034,10.1,5
7.6,0.32,0.34,18.35,44,0.55,197,1.0008,3.22,0.054,9,5
6.3,0.31,0.3,10,49,0.55,212,0.9962,3.74,0.046,11.9,6
7.2,0.25,0.28,14.4,55,0.38,205,0.9986,3.12,0.055,9,7
7.2,0.25,0.28,14.4,55,0.38,205,0.9986,3.12,0.055,9,7
7.3,0.26,0.33,17.85,41.5,0.44,195,1,3.06,0.049,9.1,7
7.2,0.25,0.28,14.4,55,0.38,205,0.9986,3.12,0.055,9,7
7.4,0.26,0.37,9.4,42,0.72,147,0.9982,3.46,0.047,10,5
7.3,0.26,0.33,17.85,41.5,0.44,195,1,3.06,0.049,9.1,7
6.7,0.25,0.26,1.55,118.5,0.63,216,0.9949,3.55,0.041,9.4,3
7.1,0.16,0.25,1.3,28,0.55,123,0.9915,3.27,0.034,11.4,6
9,0.43,0.3,1.5,7,0.45,175,0.9951,3.11,0.05,9.7,4
7.2,0.25,0.28,14.4,55,0.38,205,0.9986,3.12,0.055,9,7
7,0.24,0.3,4.2,41,0.49,213,0.9927,3.28,0.04,11.8,6
6.7,0.265,0.22,8.6,54,0.41,198,0.9955,3.25,0.048,10.2,5
7.7,0.12,0.32,1.4,47,0.42,150,0.9952,3.37,0.06,9.2,6
7.2,0.21,0.33,3,35,0.4,132,0.9928,3.25,0.036,11,6
8.5,0.32,0.36,14.9,47,0.31,190,0.9982,3.08,0.041,10,6
6.9,0.18,0.3,2,39,0.37,190,0.9914,3.32,0.038,12.2,6
7,0.24,0.3,4.2,41,0.49,213,0.9927,3.28,0.04,11.8,6
6.3,0.26,0.29,2.2,35,0.43,175,0.9918,3.38,0.043,11.6,6
6.7,0.26,0.3,1.8,25,0.61,121,0.9944,3.44,0.043,10.2,6
7.9,0.29,0.36,11.1,43,0.46,208,0.9969,3.14,0.033,10.3,5
6.5,0.27,0.19,4.2,6,0.35,114,0.9955,3.25,0.046,8.6,4
6.7,0.33,0.42,6.4,27,0.44,151,0.9954,3.16,0.058,9.6,5
6.7,0.31,0.42,6.4,25,0.45,148,0.9955,3.16,0.057,9.6,5
6.6,0.25,0.31,1.5,32,0.47,127,0.9921,3.41,0.035,11.3,6
6.4,0.24,0.22,1.5,38,0.55,157,0.9934,3.41,0.038,9.9,6
6.8,0.26,0.29,16.95,48,0.4,179,0.9998,3.45,0.056,9.6,5
7,0.61,0.26,1.7,25,0.6,161,0.9946,3.36,0.051,10.6,4
6.8,0.22,0.3,13.6,50,0.39,180,0.9984,3.44,0.055,9.8,5
8.1,0.31,0.24,1.6,10,0.47,67,0.9924,3.08,0.032,10.5,5
7,0.2,0.3,6.1,31,0.51,120,0.9939,3.24,0.037,10.8,5
7.9,0.18,0.37,3,25,0.51,178,0.995,3.22,0.061,10,6
6.6,0.34,0.27,6.2,23,0.49,136,0.9957,3.3,0.059,10.1,6
6.8,0.3,0.24,6.6,35,0.48,116,0.9953,3.07,0.123,9.4,5
6.5,0.18,0.34,1.6,43,0.59,148,0.9912,3.32,0.04,11.5,8
7,0.21,0.31,6,29,0.5,108,0.9939,3.26,0.046,10.8,6
6.8,0.27,0.32,1.5,19,0.43,142,0.9921,3.1,0.044,9.9,6
9.3,0.2,0.33,1.7,28,0.43,178,0.9954,3.16,0.05,9,4
5.8,0.23,0.27,1.8,24,0.31,69,0.9933,3.38,0.043,9.4,6
7.6,0.2,0.39,2.6,30,0.44,180,0.9941,3.46,0.044,10.8,7
8.2,0.15,0.48,2.7,24,0.45,190,0.995,3.5,0.052,10.9,7
7.5,0.4,1,19.5,33,0.38,148,0.9977,3.24,0.041,12,6
6.5,0.18,0.34,1.6,43,0.59,148,0.9912,3.32,0.04,11.5,8
7,0.13,0.3,5,31,0.42,122,0.9945,3.47,0.056,10.5,6
6.9,0.17,0.22,4.6,55,0.37,152,0.9952,3.29,0.064,9.3,6
7,0.3,0.32,6.4,28,0.44,97,0.9924,3.23,0.034,11.8,6
7.6,0.445,0.44,14.5,68,0.36,212,0.9986,3.48,0.045,10,6
6.8,0.3,0.24,6.6,35,0.48,116,0.9953,3.07,0.123,9.4,5
7.5,0.22,0.33,6.7,45,0.68,138,0.9939,3.2,0.036,11.4,6
9.2,0.23,0.3,1.1,40,0.3,99,0.9929,2.94,0.031,10.4,6
8.7,0.34,0.46,13.8,68,0.37,198,0.9988,3.36,0.055,9.5,6
6.6,0.545,0.04,2.5,48,0.32,111,0.9906,3.14,0.031,11.9,5
8.1,0.3,0.31,1.1,49,0.45,123,0.9914,2.99,0.041,11.1,6
6.9,0.16,0.3,9.6,50,0.38,185,0.9978,3.39,0.057,9.6,6
8,0.32,0.36,4.6,56,0.47,178,0.9928,3.29,0.042,12,6
6.1,0.22,0.23,3.1,15,0.42,104,0.9948,3.14,0.052,8.7,5
6.9,0.16,0.3,9.6,50,0.38,185,0.9978,3.39,0.057,9.6,6
7.5,0.15,0.38,1.8,19,0.44,101,0.9946,3.24,0.054,10,5
8.4,0.29,0.29,1.05,4,0.32,55,0.9908,2.91,0.032,11.4,4
6.6,0.37,0.47,6.5,23,0.45,150,0.9954,3.14,0.061,9.6,6
7.7,0.38,0.4,2,28,0.32,152,0.9906,3.18,0.038,12.9,6
6.3,0.25,0.23,14.9,47,0.35,142,0.99705,3.14,0.039,9.7,6
8.3,0.3,0.36,10,33,0.51,169,0.9982,3.23,0.042,9.3,6
6.6,0.22,0.58,1.1,52,0.3,136,0.9932,3.1,0.133,9.1,5
6.1,0.34,0.31,12,46,0.48,238,0.9977,3.16,0.053,8.6,5
7.5,0.22,0.29,4.8,33,0.42,87,0.994,3.14,0.05,9.9,5
8.3,0.3,0.36,10,33,0.51,169,0.9982,3.23,0.042,9.3,6
8,0.27,0.24,1.2,20,0.42,102,0.9929,3.28,0.044,10.9,5
6.1,0.17,0.27,1.5,45,0.43,135,0.9924,3.2,0.056,10.2,6
7.4,0.18,0.3,10.4,44,0.57,174,0.9966,3.11,0.045,9.7,6
6.7,0.16,0.28,2.5,40,0.51,153,0.9921,3.38,0.046,11.4,7
6.1,0.255,0.44,12.3,53,0.54,197,0.9967,3.24,0.045,9.5,6
7.4,0.23,0.25,1.4,43,0.54,141,0.9934,3.42,0.049,10.2,7
6.4,0.16,0.28,2.2,33,0.43,93,0.9914,3.31,0.042,11.1,6
6.3,0.25,0.23,14.9,47,0.35,142,0.99705,3.14,0.039,9.7,6
6.7,0.27,0.25,8,54,0.43,202,0.9961,3.22,0.053,9.3,5
6.9,0.29,0.23,8.6,56,0.44,215,0.9967,3.17,0.056,8.8,5
9.6,0.21,0.28,1.2,12,0.46,53,0.9926,2.8,0.038,10.6,5
6.6,0.62,0.2,8.7,81,0.44,224,0.99605,3.17,0.046,9.3,5
6.4,0.28,0.19,5.4,67,0.35,181,0.99435,3.31,0.042,10.2,6
8,0.3,0.28,5.7,31,0.51,124,0.9948,3.16,0.044,10.2,6
6.4,0.17,0.27,1.5,20,0.42,98,0.9916,3.46,0.037,11,7
7.3,0.21,0.3,10.9,18,0.5,112,0.997,3.4,0.037,9.6,6
6.7,0.27,0.25,8,54,0.43,202,0.9961,3.22,0.053,9.3,5
6.9,0.29,0.23,8.6,56,0.44,215,0.9967,3.17,0.056,8.8,5
6.6,0.32,0.26,7.7,56,0.45,209,0.9961,3.17,0.054,8.8,5
7.4,0.32,0.22,1.7,50,0.69,179,0.9955,3.28,0.051,8.9,5
6.6,0.37,0.07,1.4,58,0.38,144,0.9922,3.17,0.048,10,5
7.7,0.43,0.28,4.5,33,0.56,102,0.9918,3.16,0.046,12.2,7
7.8,0.39,0.26,9.9,33,0.42,181,0.9955,3.04,0.059,10.9,6
6.5,0.18,0.26,1.4,40,0.72,141,0.9941,3.34,0.041,9.5,6
7.8,0.4,0.26,9.5,32,0.43,178,0.9955,3.04,0.059,10.9,6
7.8,0.39,0.26,9.9,33,0.42,181,0.9955,3.04,0.059,10.9,6
6.9,0.19,0.28,3,33,0.4,99,0.9924,3.16,0.054,10.8,6
7.7,0.49,1,19.6,28,0.4,135,0.9973,3.24,0.03,12,6
6.6,0.25,0.35,14,42,0.47,163,0.999,3.56,0.069,9.8,5
6.5,0.18,0.26,1.4,40,0.72,141,0.9941,3.34,0.041,9.5,6
6.4,0.15,0.36,1.8,43,0.69,150,0.9922,3.42,0.034,11,8
6.4,0.15,0.36,1.8,43,0.69,150,0.9922,3.42,0.034,11,8
8.4,0.17,0.31,5.4,47,0.38,150,0.9953,3.24,0.052,9.8,5
6.1,0.32,0.37,1.8,13,0.44,200,0.9945,3.49,0.051,10.5,4
8.5,0.21,0.26,9.25,73,0.37,142,0.9945,3.05,0.034,11.4,6
8.7,0.45,0.4,1.5,17,0.57,100,0.9957,3.27,0.067,10.1,6
6.7,0.24,0.29,6.8,54,0.46,127,0.9932,3.33,0.038,11.6,7
8.5,0.21,0.26,9.25,73,0.37,142,0.9945,3.05,0.034,11.4,6
7.4,0.33,0.26,2.6,29,0.52,115,0.9913,3.07,0.04,11.8,7
7.2,0.26,0.3,2.1,50,0.43,158,0.9909,3.33,0.033,12.1,7
8.2,0.36,0.29,7.6,37,0.34,122,0.9939,3.16,0.035,12,5
7.8,0.2,0.24,1.6,26,0.74,189,0.991,3.08,0.026,12.1,7
9.4,0.16,0.3,1.4,26,0.46,176,0.9954,3.15,0.042,9.1,5
6.4,0.33,0.24,1.6,25,0.5,117,0.9943,3.36,0.054,9.3,5
7.8,0.22,0.36,1.4,21,0.53,153,0.993,3.2,0.056,10.4,6
7.4,0.35,0.31,17.95,42,0.64,187,1.0002,3.27,0.062,9.1,5
6.6,0.37,0.24,2,23,0.54,120,0.9946,3.32,0.064,9.4,5
6.7,0.37,0.41,6.3,22,0.47,149,0.9953,3.16,0.061,9.6,6
7.1,0.37,0.32,1.4,27,0.62,126,0.9918,3.19,0.037,12,5
6.9,0.25,0.27,9.05,37,0.34,128,0.9936,3.27,0.039,11.3,8
6.8,0.23,0.29,15.4,56,0.41,173,0.9984,3.06,0.073,8.7,6
6.4,0.26,0.21,7.1,35,0.58,162,0.9956,3.39,0.04,9.9,6
7.6,0.3,0.22,10.2,57,0.4,191,0.9966,3.08,0.049,9.3,6
9.4,0.16,0.23,1.6,14,0.32,67,0.9942,3.07,0.042,9.5,5
6.8,0.23,0.29,15.4,56,0.41,173,0.9984,3.06,0.073,8.7,6
6.4,0.26,0.21,7.1,35,0.58,162,0.9956,3.39,0.04,9.9,6
7.6,0.3,0.22,10.2,57,0.4,191,0.9966,3.08,0.049,9.3,6
7.5,0.33,0.39,12.4,29,0.39,119,0.9974,3.16,0.065,9.4,5
7.6,0.38,0.2,3.4,9,0.41,116,0.9944,3.15,0.046,9.4,5
8.8,0.2,0.43,15,60,0.79,184,1.0008,3.28,0.053,8.8,6
7.5,0.33,0.39,12.4,29,0.39,119,0.9974,3.16,0.065,9.4,5
8.8,0.2,0.43,15,60,0.79,184,1.0008,3.28,0.053,8.8,6
6.6,0.36,0.21,1.5,39,0.41,184,0.9928,3.18,0.049,9.9,6
7.6,0.38,0.2,3.4,9,0.41,116,0.9944,3.15,0.046,9.4,5
5.6,0.46,0.24,4.8,24,0.37,72,0.9908,3.29,0.042,12.6,6
7.2,0.15,0.38,1.2,18,0.43,110,0.9917,3.19,0.038,11.1,6
8.2,0.42,0.29,4.1,31,0.32,100,0.9911,3,0.03,12.8,7
6.8,0.3,0.35,2.8,10,0.53,164,0.9912,3.09,0.038,12,6
6.7,0.27,0.3,13.9,34,0.5,131,0.9953,3.36,0.029,12,7
7.2,0.5,0,0.8,46,0.34,114,0.9932,3.19,0.034,9.2,4
6,0.26,0.29,1,27,0.44,96,0.9896,3.38,0.032,12.3,6
6.8,0.33,0.28,1.2,38,0.41,131,0.9889,3.19,0.032,13,6
6.8,0.3,0.35,2.8,10,0.53,164,0.9912,3.09,0.038,12,6
7.4,0.29,0.31,1.7,23,0.38,110,0.9926,3.07,0.035,10.9,5
8.2,0.42,0.29,4.1,31,0.32,100,0.9911,3,0.03,12.8,7
7.3,0.19,0.24,6.3,34,0.54,231,0.9964,3.36,0.054,10,6
6.5,0.32,0.12,11.5,35,0.32,165,0.9974,3.22,0.033,9,5
7.1,0.32,0.4,1.5,13,0.6,84,0.9944,3.42,0.034,10.4,5
6.5,0.32,0.12,11.5,35,0.32,165,0.9974,3.22,0.033,9,5
7.3,0.19,0.24,6.3,34,0.54,231,0.9964,3.36,0.054,10,6
7.3,0.17,0.23,6.3,35,0.54,240,0.9963,3.36,0.051,10,6
7.7,0.44,0.24,11.2,41,0.43,167,0.9948,3.12,0.031,11.3,7
7.7,0.44,0.24,11.2,41,0.43,167,0.9948,3.12,0.031,11.3,7
7.4,0.49,0.24,15.1,34,0.51,153,0.9953,3.13,0.03,12,7
7.7,0.44,0.24,11.2,41,0.43,167,0.9948,3.12,0.031,11.3,7
7.4,0.49,0.24,15.1,34,0.51,153,0.9953,3.13,0.03,12,7
